"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2017년 12월 20일","1,350.40","1,350.40","1,350.40","1,350.40","0.06K","0.42%"
"2017년 12월 19일","1,344.80","1,344.80","1,344.80","1,344.80","0.33K","-0.06%"
"2017년 12월 18일","1,345.60","1,345.60","1,345.60","1,345.60","0.05K","0.61%"
"2017년 12월 15일","1,337.40","1,337.40","1,337.40","1,337.40","0.58K","0.01%"
"2017년 12월 14일","1,337.20","1,342.00","1,342.00","1,334.00","0.00K","0.64%"
"2017년 12월 13일","1,328.70","1,328.70","1,328.70","1,328.70","0.35K","0.51%"
"2017년 12월 12일","1,321.90","1,321.90","1,321.90","1,321.90","0.06K","-0.37%"
"2017년 12월 11일","1,326.80","1,326.80","1,326.80","1,326.80","0.15K","-0.10%"
"2017년 12월 08일","1,328.10","1,330.50","1,330.50","1,330.50","0.00K","-0.37%"
"2017년 12월 07일","1,333.00","1,327.60","1,327.60","1,327.60","0.01K","-0.98%"
"2017년 12월 06일","1,346.20","1,346.20","1,346.20","1,346.20","0.37K","0.08%"
"2017년 12월 05일","1,345.10","1,345.10","1,345.10","1,345.10","1.50K","-0.95%"
"2017년 12월 04일","1,358.00","1,358.00","1,358.00","1,358.00","0.85K","-0.35%"
"2017년 12월 01일","1,362.80","1,362.80","1,362.80","1,362.80","0.82K","0.41%"
"2017년 11월 30일","1,357.30","1,357.30","1,357.30","1,357.30","3.05K","-0.67%"
"2017년 11월 29일","1,366.40","1,382.00","1,382.00","1,382.00","0.01K","-0.91%"
"2017년 11월 28일","1,379.00","1,379.00","1,379.00","1,379.00","4.06K","0.02%"
"2017년 11월 27일","1,378.70","1,378.70","1,378.70","1,378.70","0.00K","0.52%"
"2017년 11월 24일","1,371.60","1,371.60","1,371.60","1,371.60","0.01K","6.19%"
"2017년 11월 23일","1,291.66","1,291.19","1,293.87","1,287.65","-","-6.16%"
"2017년 11월 22일","1,376.40","1,376.40","1,376.40","1,376.40","0.03K","0.85%"
"2017년 11월 21일","1,364.80","1,364.80","1,364.80","1,364.80","0.02K","0.53%"
"2017년 11월 20일","1,357.60","1,357.60","1,357.60","1,357.60","0.00K","-1.48%"
"2017년 11월 17일","1,378.00","1,378.00","1,378.00","1,378.00","0.00K","1.37%"
"2017년 11월 16일","1,359.40","1,359.40","1,359.40","1,359.40","0.04K","0.05%"
"2017년 11월 15일","1,358.70","1,358.70","1,358.70","1,358.70","0.01K","-0.40%"
"2017년 11월 14일","1,364.20","1,364.20","1,364.20","1,364.20","0.00K","0.28%"
"2017년 11월 13일","1,360.40","1,360.40","1,360.40","1,360.40","0.02K","0.44%"
"2017년 11월 10일","1,354.50","1,354.50","1,354.50","1,354.50","0.10K","-0.90%"
"2017년 11월 09일","1,366.80","1,366.80","1,366.80","1,366.80","0.02K","0.33%"
"2017년 11월 08일","1,362.30","1,362.30","1,362.30","1,362.30","0.02K","0.62%"
"2017년 11월 07일","1,353.90","1,353.90","1,353.90","1,353.90","0.01K","-0.43%"
"2017년 11월 06일","1,359.70","1,359.70","1,359.70","1,359.70","0.13K","0.95%"
"2017년 11월 03일","1,346.90","1,346.90","1,346.90","1,346.90","0.08K","-0.63%"
"2017년 11월 02일","1,355.40","1,355.40","1,355.40","1,355.40","0.07K","0.06%"
"2017년 11월 01일","1,354.60","1,354.60","1,354.60","1,354.60","0.08K","0.51%"
"2017년 10월 31일","1,347.70","1,347.70","1,347.70","1,347.70","0.24K","-0.53%"
"2017년 10월 30일","1,354.90","1,354.90","1,354.90","1,354.90","0.22K","0.43%"
"2017년 10월 27일","1,349.10","1,351.70","1,351.70","1,351.70","0.00K","0.19%"
"2017년 10월 26일","1,346.50","1,346.50","1,346.50","1,346.50","0.04K","-0.66%"
"2017년 10월 25일","1,355.50","1,355.50","1,355.50","1,355.50","0.11K","0.10%"
"2017년 10월 24일","1,354.20","1,354.20","1,354.20","1,354.20","0.11K","-0.20%"
"2017년 10월 23일","1,356.90","1,356.90","1,356.90","1,356.90","0.12K","0.05%"
"2017년 10월 20일","1,356.20","1,356.20","1,356.20","1,356.20","0.30K","-0.71%"
"2017년 10월 19일","1,365.90","1,365.90","1,365.90","1,365.90","0.13K","0.49%"
"2017년 10월 18일","1,359.30","1,359.30","1,359.30","1,359.30","0.16K","-0.23%"
"2017년 10월 17일","1,362.50","1,362.50","1,362.50","1,362.50","0.57K","-1.25%"
"2017년 10월 16일","1,379.70","1,382.00","1,382.00","1,382.00","0.01K","-0.05%"
"2017년 10월 13일","1,380.40","1,372.00","1,372.00","1,372.00","0.00K","0.59%"
"2017년 10월 12일","1,372.30","1,372.30","1,372.30","1,372.30","0.01K","0.57%"
"2017년 10월 11일","1,364.50","1,364.50","1,364.50","1,364.50","0.02K","-0.36%"
"2017년 10월 10일","1,369.40","1,374.70","1,374.70","1,374.70","0.00K","0.66%"
"2017년 10월 09일","1,360.40","1,362.00","1,362.00","1,362.00","0.00K","0.77%"
"2017년 10월 06일","1,350.00","1,350.00","1,350.00","1,350.00","0.05K","0.13%"
"2017년 10월 05일","1,348.30","1,348.30","1,348.30","1,348.30","0.04K","-0.20%"
"2017년 10월 04일","1,351.00","1,351.00","1,351.00","1,351.00","0.22K","0.16%"
"2017년 10월 03일","1,348.80","1,353.30","1,353.30","1,353.30","0.00K","-0.10%"
"2017년 10월 02일","1,350.10","1,350.10","1,350.10","1,350.10","0.14K","-0.55%"
"2017년 09월 29일","1,357.60","1,357.60","1,357.60","1,357.60","0.49K","-0.27%"
"2017년 09월 28일","1,361.30","1,361.30","1,361.30","1,361.30","0.05K","0.04%"
"2017년 09월 27일","1,360.70","1,360.70","1,360.70","1,360.70","0.02K","-0.98%"
"2017년 09월 26일","1,374.10","1,374.10","1,374.10","1,374.10","0.04K","-0.68%"
"2017년 09월 25일","1,383.50","1,382.00","1,382.00","1,382.00","0.00K","1.03%"
"2017년 09월 22일","1,369.40","1,369.40","1,369.40","1,369.40","0.21K","0.20%"
"2017년 09월 21일","1,366.70","1,367.30","1,367.30","1,367.30","0.00K","-1.56%"
"2017년 09월 20일","1,388.30","1,388.30","1,388.30","1,388.30","0.01K","0.41%"
"2017년 09월 19일","1,382.60","1,382.60","1,382.60","1,382.60","0.05K","0.17%"
"2017년 09월 18일","1,380.30","1,380.30","1,380.30","1,380.30","0.00K","-1.06%"
"2017년 09월 15일","1,395.10","1,395.10","1,395.10","1,395.10","0.02K","-0.29%"
"2017년 09월 14일","1,399.20","1,399.20","1,399.20","1,399.20","0.32K","0.18%"
"2017년 09월 13일","1,396.70","1,396.70","1,396.70","1,396.70","0.08K","-0.36%"
"2017년 09월 12일","1,401.80","1,406.60","1,406.60","1,406.60","0.03K","-0.16%"
"2017년 09월 11일","1,404.10","1,404.10","1,404.10","1,404.10","0.00K","-1.07%"
"2017년 09월 08일","1,419.30","1,419.30","1,419.30","1,419.30","0.04K","0.09%"
"2017년 09월 07일","1,418.00","1,418.00","1,418.00","1,418.00","0.03K","0.86%"
"2017년 09월 06일","1,405.90","1,405.90","1,405.90","1,405.90","0.08K","-0.38%"
"2017년 09월 05일","1,411.20","1,411.20","1,411.20","1,411.20","0.01K","5.46%"
"2017년 09월 04일","1,338.08","1,341.21","1,344.59","1,337.01","-","-0.23%"
"2017년 09월 03일","1,341.22","1,340.54","1,342.07","1,338.96","-","-4.00%"
"2017년 09월 01일","1,397.10","1,397.10","1,397.10","1,397.10","0.04K","0.62%"
"2017년 08월 31일","1,388.50","1,389.50","1,393.70","1,389.50","0.00K","0.55%"
"2017년 08월 30일","1,380.90","1,380.90","1,380.90","1,380.90","0.37K","-0.35%"
"2017년 08월 29일","1,385.70","1,385.70","1,385.70","1,385.70","0.30K","0.22%"
"2017년 08월 28일","1,382.60","1,381.90","1,381.90","1,381.90","0.00K","1.30%"
"2017년 08월 25일","1,364.80","1,364.80","1,364.80","1,364.80","0.28K","0.43%"
"2017년 08월 24일","1,358.90","1,358.90","1,358.90","1,358.90","0.55K","-0.21%"
"2017년 08월 23일","1,361.70","1,361.70","1,361.70","1,361.70","0.25K","0.23%"
"2017년 08월 22일","1,358.60","1,358.60","1,358.60","1,358.60","0.10K","-0.40%"
"2017년 08월 21일","1,364.10","1,364.10","1,364.10","1,364.10","0.02K","0.39%"
"2017년 08월 18일","1,358.80","1,362.70","1,372.50","1,362.70","0.00K","-0.08%"
"2017년 08월 17일","1,359.90","1,359.90","1,359.90","1,359.90","0.04K","0.67%"
"2017년 08월 16일","1,350.80","1,350.80","1,350.80","1,350.80","0.11K","0.24%"
"2017년 08월 15일","1,347.50","1,347.50","1,347.50","1,347.50","0.19K","-0.78%"
"2017년 08월 14일","1,358.10","1,358.10","1,358.10","1,358.10","0.34K","-0.24%"
"2017년 08월 11일","1,361.40","1,361.40","1,361.40","1,361.40","0.14K","0.27%"
"2017년 08월 10일","1,357.80","1,357.80","1,357.80","1,357.80","0.61K","0.80%"
"2017년 08월 09일","1,347.00","1,347.00","1,347.00","1,347.00","0.57K","1.25%"
"2017년 08월 08일","1,330.40","1,330.40","1,330.40","1,330.40","0.56K","-0.12%"
"2017년 08월 07일","1,332.00","1,326.40","1,326.40","1,326.40","0.00K","0.02%"
"2017년 08월 04일","1,331.70","1,331.70","1,331.70","1,331.70","0.52K","-0.74%"
"2017년 08월 03일","1,341.60","1,341.60","1,341.60","1,341.60","0.00K","-0.29%"
"2017년 08월 02일","1,345.50","1,345.50","1,345.50","1,345.50","0.39K","-0.06%"
"2017년 08월 01일","1,346.30","1,346.30","1,346.30","1,346.30","1.06K","0.42%"
"2017년 07월 31일","1,340.70","1,340.70","1,340.70","1,340.70","7.78K","-0.14%"
"2017년 07월 28일","1,342.60","1,342.60","1,342.60","1,342.60","64.18K","0.67%"
"2017년 07월 27일","1,333.70","1,333.70","1,333.70","1,333.70","0.05K","0.85%"
"2017년 07월 26일","1,322.40","1,322.40","1,322.40","1,322.40","0.00K","-0.06%"
"2017년 07월 25일","1,323.20","1,323.20","1,323.20","1,323.20","0.02K","-0.17%"
"2017년 07월 24일","1,325.40","1,323.60","1,323.60","1,323.60","0.00K","-0.04%"
"2017년 07월 21일","1,325.90","1,325.90","1,325.90","1,325.90","0.02K","0.67%"
"2017년 07월 20일","1,317.10","1,317.10","1,317.10","1,317.10","0.01K","0.26%"
"2017년 07월 19일","1,313.70","1,313.70","1,313.70","1,313.70","0.00K","0.02%"
"2017년 07월 18일","1,313.50","1,313.50","1,313.50","1,313.50","0.03K","0.62%"
"2017년 07월 17일","1,305.40","1,305.40","1,305.40","1,305.40","0.01K","0.51%"
"2017년 07월 14일","1,298.80","1,289.00","1,289.00","1,289.00","0.00K","0.80%"
"2017년 07월 13일","1,288.50","1,288.50","1,288.50","1,288.50","0.01K","-0.21%"
"2017년 07월 12일","1,291.20","1,291.20","1,291.20","1,291.20","0.01K","0.27%"
"2017년 07월 11일","1,287.70","1,287.70","1,287.70","1,287.70","0.01K","0.13%"
"2017년 07월 10일","1,286.00","1,286.00","1,286.00","1,286.00","0.03K","0.28%"
"2017년 07월 07일","1,282.40","1,282.30","1,282.30","1,282.30","0.00K","-1.10%"
"2017년 07월 06일","1,296.70","1,296.70","1,296.70","1,296.70","0.00K","0.22%"
"2017년 07월 05일","1,293.90","1,293.90","1,293.90","1,293.90","0.00K","5.41%"
"2017년 07월 04일","1,227.55","1,224.30","1,228.03","1,221.49","-","-4.91%"
"2017년 07월 03일","1,290.90","1,289.90","1,289.90","1,289.00","0.02K","-1.76%"
"2017년 06월 30일","1,314.00","1,314.00","1,314.00","1,314.00","0.04K","-0.28%"
"2017년 06월 29일","1,317.70","1,322.80","1,322.80","1,313.70","0.00K","-0.23%"
"2017년 06월 28일","1,320.80","1,320.80","1,320.80","1,320.80","0.01K","0.18%"
"2017년 06월 27일","1,318.40","1,318.40","1,318.40","1,318.40","0.11K","0.05%"
"2017년 06월 26일","1,317.70","1,317.70","1,317.70","1,317.70","0.19K","-0.75%"
"2017년 06월 23일","1,327.70","1,327.70","1,327.70","1,327.70","0.00K","0.55%"
"2017년 06월 22일","1,320.40","1,320.40","1,320.40","1,320.40","0.16K","0.25%"
"2017년 06월 21일","1,317.10","1,317.10","1,317.10","1,317.10","0.01K","0.14%"
"2017년 06월 20일","1,315.20","1,315.20","1,315.20","1,315.20","0.08K","-0.27%"
"2017년 06월 19일","1,318.80","1,318.80","1,318.80","1,318.80","0.11K","-0.73%"
"2017년 06월 16일","1,328.50","1,328.50","1,328.50","1,328.50","0.03K","0.13%"
"2017년 06월 15일","1,326.80","1,326.80","1,326.80","1,326.80","0.74K","-1.59%"
"2017년 06월 14일","1,348.20","1,348.20","1,348.20","1,348.20","0.34K","0.52%"
"2017년 06월 13일","1,341.20","1,342.80","1,342.80","1,342.80","0.00K","-0.02%"
"2017년 06월 12일","1,341.50","1,341.50","1,341.50","1,341.50","0.26K","-0.18%"
"2017년 06월 09일","1,343.90","1,343.90","1,343.90","1,343.90","0.00K","-0.59%"
"2017년 06월 08일","1,351.90","1,351.90","1,351.90","1,351.90","0.32K","-1.00%"
"2017년 06월 07일","1,365.60","1,365.60","1,365.60","1,365.60","0.64K","-0.32%"
"2017년 06월 06일","1,370.00","1,370.00","1,370.00","1,370.00","0.94K","1.06%"
"2017년 06월 05일","1,355.60","1,355.60","1,355.60","1,355.60","0.43K","0.18%"
"2017년 06월 02일","1,353.10","1,353.10","1,353.10","1,353.10","1.73K","0.74%"
"2017년 06월 01일","1,343.20","1,343.20","1,343.20","1,343.20","0.83K","-0.39%"
"2017년 05월 31일","1,348.50","1,348.50","1,348.50","1,348.50","2.71K","0.70%"
"2017년 05월 30일","1,339.10","1,339.10","1,339.10","1,339.10","129.82K","5.72%"
"2017년 05월 29일","1,266.69","1,268.02","1,268.60","1,264.96","-","-0.12%"
"2017년 05월 28일","1,268.22","1,266.31","1,269.02","1,266.31","-","-5.69%"
"2017년 05월 26일","1,344.80","1,344.80","1,344.80","1,344.80","0.00K","0.86%"
"2017년 05월 25일","1,333.30","1,333.30","1,333.30","1,333.30","0.01K","0.27%"
"2017년 05월 24일","1,329.70","1,329.70","1,329.70","1,329.70","0.01K","-0.18%"
"2017년 05월 23일","1,332.10","1,332.10","1,332.10","1,332.10","0.02K","-0.44%"
"2017년 05월 22일","1,338.00","1,338.00","1,338.00","1,338.00","0.01K","0.61%"
"2017년 05월 19일","1,329.90","1,329.90","1,329.90","1,329.90","0.01K","0.05%"
"2017년 05월 18일","1,329.20","1,339.80","1,340.00","1,339.80","0.04K","-0.52%"
"2017년 05월 17일","1,336.20","1,336.20","1,336.20","1,336.20","0.03K","1.66%"
"2017년 05월 16일","1,314.40","1,312.70","1,312.70","1,312.70","0.00K","0.49%"
"2017년 05월 15일","1,308.00","1,307.50","1,308.00","1,307.50","0.00K","0.18%"
"2017년 05월 12일","1,305.70","1,305.70","1,305.70","1,305.70","0.03K","0.21%"
"2017년 05월 11일","1,302.90","1,302.90","1,302.90","1,302.90","0.01K","0.41%"
"2017년 05월 10일","1,297.60","1,305.00","1,305.20","1,305.00","0.01K","0.19%"
"2017년 05월 09일","1,295.10","1,306.10","1,306.10","1,303.20","0.01K","-0.84%"
"2017년 05월 08일","1,306.10","1,306.10","1,306.10","1,306.10","0.04K","0.02%"
"2017년 05월 05일","1,305.80","1,305.80","1,305.80","1,305.80","0.02K","-0.12%"
"2017년 05월 04일","1,307.40","1,312.10","1,312.10","1,312.10","0.00K","-1.52%"
"2017년 05월 03일","1,327.60","1,326.90","1,326.90","1,326.90","0.00K","-0.64%"
"2017년 05월 02일","1,336.10","1,336.10","1,336.10","1,336.10","0.09K","0.11%"
"2017년 05월 01일","1,334.60","1,334.60","1,334.60","1,334.60","0.03K","-0.93%"
"2017년 04월 28일","1,347.10","1,347.10","1,347.10","1,347.10","0.09K","0.18%"
"2017년 04월 27일","1,344.70","1,344.70","1,344.70","1,344.70","0.21K","0.13%"
"2017년 04월 26일","1,343.00","1,343.00","1,343.00","1,343.00","0.10K","-0.22%"
"2017년 04월 25일","1,346.00","1,346.00","1,346.00","1,346.00","0.36K","-0.72%"
"2017년 04월 24일","1,355.80","1,355.80","1,355.80","1,355.80","0.61K","-0.82%"
"2017년 04월 21일","1,367.00","1,359.80","1,378.00","1,359.80","0.00K","0.39%"
"2017년 04월 20일","1,361.70","1,361.70","1,361.70","1,361.70","0.13K","0.09%"
"2017년 04월 19일","1,360.50","1,360.50","1,360.50","1,360.50","0.19K","-0.76%"
"2017년 04월 18일","1,370.90","1,370.90","1,370.90","1,370.90","0.00K","0.08%"
"2017년 04월 17일","1,369.80","1,369.80","1,369.80","1,369.80","0.07K","6.21%"
"2017년 04월 14일","1,289.65","1,289.65","1,289.65","1,289.65","-","-5.64%"
"2017년 04월 13일","1,366.70","1,366.70","1,366.70","1,366.70","0.92K","0.69%"
"2017년 04월 12일","1,357.30","1,357.30","1,357.30","1,357.30","0.00K","0.29%"
"2017년 04월 11일","1,353.40","1,353.40","1,353.40","1,353.40","0.40K","1.51%"
"2017년 04월 10일","1,333.30","1,333.30","1,333.30","1,333.30","0.18K","-0.26%"
"2017년 04월 07일","1,336.80","1,336.80","1,336.80","1,336.80","0.00K","0.33%"
"2017년 04월 06일","1,332.40","1,332.40","1,332.40","1,332.40","0.00K","0.37%"
"2017년 04월 05일","1,327.50","1,327.50","1,327.50","1,327.50","0.91K","-0.70%"
"2017년 04월 04일","1,336.80","1,333.10","1,333.10","1,333.10","0.00K","0.31%"
"2017년 04월 03일","1,332.70","1,332.70","1,332.70","1,332.70","1.16K","0.22%"
"2017년 03월 31일","1,329.80","1,339.00","1,339.00","1,339.00","0.00K","0.23%"
"2017년 03월 30일","1,326.70","1,344.00","1,344.00","1,341.30","0.00K","-0.66%"
"2017년 03월 29일","1,335.50","1,335.50","1,335.50","1,335.50","0.04K","-0.15%"
"2017년 03월 28일","1,337.50","1,338.70","1,338.70","1,338.70","0.00K","0.01%"
"2017년 03월 27일","1,337.40","1,337.40","1,337.40","1,337.40","0.07K","0.53%"
"2017년 03월 24일","1,330.40","1,330.40","1,330.40","1,330.40","0.00K","0.14%"
"2017년 03월 23일","1,328.50","1,328.50","1,328.50","1,328.50","0.02K","-0.23%"
"2017년 03월 22일","1,331.50","1,331.50","1,331.50","1,331.50","0.00K","0.19%"
"2017년 03월 21일","1,329.00","1,316.50","1,316.50","1,316.50","0.00K","0.90%"
"2017년 03월 20일","1,317.20","1,317.20","1,317.20","1,317.20","0.02K","0.27%"
"2017년 03월 17일","1,313.60","1,313.60","1,313.60","1,313.60","0.03K","0.22%"
"2017년 03월 16일","1,310.70","1,310.70","1,310.70","1,310.70","0.05K","2.06%"
"2017년 03월 15일","1,284.30","1,284.30","1,284.30","1,284.30","0.04K","-0.16%"
"2017년 03월 14일","1,286.30","1,286.30","1,286.30","1,286.30","0.02K","-0.02%"
"2017년 03월 13일","1,286.60","1,294.00","1,294.00","1,294.00","0.02K","0.20%"
"2017년 03월 10일","1,284.00","1,284.00","1,284.00","1,284.00","0.00K","-0.13%"
"2017년 03월 09일","1,285.70","1,285.70","1,285.70","1,285.70","0.04K","-0.48%"
"2017년 03월 08일","1,291.90","1,291.90","1,291.90","1,291.90","0.02K","-0.45%"
"2017년 03월 07일","1,297.70","1,307.60","1,307.60","1,307.50","0.03K","-0.73%"
"2017년 03월 06일","1,307.30","1,307.30","1,307.30","1,307.30","0.03K","-0.11%"
"2017년 03월 03일","1,308.80","1,308.80","1,308.80","1,308.80","0.12K","-0.39%"
"2017년 03월 02일","1,313.90","1,313.90","1,313.90","1,313.90","0.08K","-1.29%"
"2017년 03월 01일","1,331.10","1,331.10","1,331.10","1,331.10","0.14K","-0.24%"
"2017년 02월 28일","1,334.30","1,334.30","1,334.30","1,334.30","0.72K","-0.36%"
"2017년 02월 27일","1,339.10","1,339.10","1,339.10","1,339.10","0.54K","0.05%"
"2017년 02월 24일","1,338.40","1,338.40","1,338.40","1,338.40","0.09K","0.50%"
"2017년 02월 23일","1,331.70","1,331.70","1,331.70","1,331.70","0.03K","1.40%"
"2017년 02월 22일","1,313.30","1,313.30","1,313.30","1,313.30","0.00K","-0.45%"
"2017년 02월 21일","1,319.20","1,319.20","1,319.20","1,319.20","0.00K","6.54%"
"2017년 02월 20일","1,238.20","1,237.25","1,240.15","1,233.50","-","0.07%"
"2017년 02월 19일","1,237.30","1,236.00","1,239.25","1,236.00","-","-6.22%"
"2017년 02월 17일","1,319.40","1,319.40","1,319.40","1,319.40","0.30K","-0.25%"
"2017년 02월 16일","1,322.70","1,322.70","1,322.70","1,322.70","0.00K","0.65%"
"2017년 02월 15일","1,314.20","1,314.20","1,314.20","1,314.20","0.18K","0.71%"
"2017년 02월 14일","1,304.90","1,304.90","1,304.90","1,304.90","0.16K","0.00%"
"2017년 02월 13일","1,304.90","1,304.90","1,304.90","1,304.90","0.40K","-0.73%"
"2017년 02월 10일","1,314.50","1,319.00","1,319.00","1,319.00","0.00K","-0.07%"
"2017년 02월 09일","1,315.40","1,315.40","1,315.40","1,315.40","0.89K","-0.22%"
"2017년 02월 08일","1,318.30","1,323.90","1,323.90","1,323.90","0.00K","0.14%"
"2017년 02월 07일","1,316.40","1,314.10","1,314.10","1,314.10","0.00K","0.24%"
"2017년 02월 06일","1,313.30","1,313.30","1,313.30","1,313.30","0.91K","0.85%"
"2017년 02월 03일","1,302.20","1,302.20","1,302.20","1,302.20","0.87K","0.12%"
"2017년 02월 02일","1,300.60","1,300.60","1,300.60","1,300.60","1.51K","0.86%"
"2017년 02월 01일","1,289.50","1,289.00","1,291.00","1,289.00","0.00K","-0.18%"
"2017년 01월 31일","1,291.80","1,291.80","1,291.80","1,291.80","3.21K","1.21%"
"2017년 01월 30일","1,276.40","1,276.40","1,276.40","1,276.40","50.50K","0.37%"
"2017년 01월 27일","1,271.70","1,271.70","1,271.70","1,271.70","0.02K","-0.09%"
"2017년 01월 26일","1,272.90","1,275.10","1,275.10","1,275.10","0.01K","-0.64%"
"2017년 01월 25일","1,281.10","1,281.10","1,281.10","1,281.10","0.40K","-1.00%"
"2017년 01월 24일","1,294.10","1,299.60","1,299.60","1,295.40","0.01K","-0.37%"
"2017년 01월 23일","1,298.90","1,298.90","1,298.90","1,298.90","0.02K","0.75%"
"2017년 01월 20일","1,289.20","1,289.20","1,289.20","1,289.20","0.04K","0.29%"
"2017년 01월 19일","1,285.50","1,284.00","1,284.00","1,284.00","0.00K","-0.79%"
"2017년 01월 18일","1,295.70","1,295.70","1,295.70","1,295.70","0.11K","-0.13%"
"2017년 01월 17일","1,297.40","1,297.40","1,297.40","1,297.40","0.08K","7.86%"
"2017년 01월 16일","1,202.85","1,203.25","1,208.45","1,200.00","-","-0.04%"
"2017년 01월 15일","1,203.35","1,197.30","1,205.05","1,197.30","-","-6.08%"
"2017년 01월 13일","1,281.30","1,281.30","1,281.30","1,281.30","0.02K","-0.16%"
"2017년 01월 12일","1,283.30","1,283.30","1,283.30","1,283.30","0.11K","0.26%"
"2017년 01월 11일","1,280.00","1,280.00","1,280.00","1,280.00","0.02K","0.91%"
"2017년 01월 10일","1,268.50","1,268.50","1,268.50","1,268.50","0.00K","0.07%"
"2017년 01월 09일","1,267.60","1,262.80","1,262.80","1,262.80","0.00K","0.95%"
"2017년 01월 06일","1,255.70","1,256.00","1,256.00","1,256.00","0.01K","-0.51%"
"2017년 01월 05일","1,262.10","1,262.10","1,262.10","1,262.10","0.01K","1.20%"
"2017년 01월 04일","1,247.10","1,247.10","1,247.10","1,247.10","0.04K","0.19%"
"2017년 01월 03일","1,244.70","1,232.40","1,234.00","1,232.40","0.00K","8.14%"
"2017년 01월 02일","1,151.05","1,151.00","1,153.25","1,150.00","-","-6.76%"
"2016년 12월 30일","1,234.50","1,239.00","1,239.00","1,239.00","0.00K","-0.54%"
"2016년 12월 29일","1,241.20","1,241.20","1,241.20","1,241.20","0.95K","1.41%"
"2016년 12월 28일","1,224.00","1,224.00","1,224.00","1,224.00","0.21K","0.17%"
"2016년 12월 27일","1,221.90","1,221.90","1,221.90","1,221.90","0.00K","7.70%"
"2016년 12월 26일","1,134.55","1,135.00","1,136.05","1,134.00","-","-0.04%"
"2016년 12월 25일","1,135.00","1,135.00","1,135.00","1,135.00","-","-6.72%"
"2016년 12월 23일","1,216.80","1,216.80","1,216.80","1,216.80","0.00K","0.25%"
"2016년 12월 22일","1,213.80","1,213.80","1,213.80","1,213.80","0.10K","-0.22%"
"2016년 12월 21일","1,216.50","1,216.50","1,216.50","1,216.50","0.05K","-0.04%"
"2016년 12월 20일","1,217.00","1,217.00","1,217.00","1,217.00","0.00K","-0.73%"
"2016년 12월 19일","1,225.90","1,225.90","1,225.90","1,225.90","0.25K","0.41%"
"2016년 12월 16일","1,220.90","1,220.90","1,220.90","1,220.90","0.15K","0.64%"
"2016년 12월 15일","1,213.10","1,213.10","1,213.10","1,213.10","0.00K","-2.04%"
"2016년 12월 14일","1,238.30","1,238.30","1,238.30","1,238.30","0.01K","0.38%"
"2016년 12월 13일","1,233.60","1,233.60","1,233.60","1,233.60","0.64K","-0.54%"
"2016년 12월 12일","1,240.30","1,240.30","1,240.30","1,240.30","0.33K","0.35%"
"2016년 12월 09일","1,236.00","1,236.00","1,236.00","1,236.00","0.37K","-0.83%"
"2016년 12월 08일","1,246.40","1,246.40","1,246.40","1,246.40","0.32K","-0.34%"
"2016년 12월 07일","1,250.60","1,250.60","1,250.60","1,250.60","0.18K","1.26%"
"2016년 12월 06일","1,235.00","1,235.00","1,235.00","1,235.00","0.65K","-0.54%"
"2016년 12월 05일","1,241.70","1,236.70","1,236.70","1,236.70","0.00K","-0.06%"
"2016년 12월 02일","1,242.40","1,242.40","1,242.40","1,242.40","1.52K","0.71%"
"2016년 12월 01일","1,233.70","1,233.70","1,233.70","1,233.70","1.59K","-0.38%"
"2016년 11월 30일","1,238.40","1,238.40","1,238.40","1,238.40","7.16K","-1.36%"
"2016년 11월 29일","1,255.50","1,255.50","1,255.50","1,255.50","42.12K","-0.25%"
"2016년 11월 28일","1,258.60","1,258.60","1,258.60","1,258.60","0.02K","1.05%"
"2016년 11월 25일","1,245.50","1,245.50","1,245.50","1,245.50","0.01K","5.06%"
"2016년 11월 24일","1,185.55","1,189.20","1,190.30","1,179.75","-","-5.68%"
"2016년 11월 23일","1,256.90","1,256.90","1,256.90","1,256.90","0.31K","-1.65%"
"2016년 11월 22일","1,278.00","1,278.00","1,278.00","1,278.00","0.02K","0.09%"
"2016년 11월 21일","1,276.80","1,276.80","1,276.80","1,276.80","-","0.03%"
"2016년 11월 18일","1,276.40","1,276.40","1,276.40","1,276.40","0.61K","-0.58%"
"2016년 11월 17일","1,283.80","1,283.80","1,283.80","1,283.80","1.14K","-0.50%"
"2016년 11월 16일","1,290.30","1,290.30","1,290.30","1,290.30","0.07K","-0.05%"
"2016년 11월 15일","1,290.90","1,290.90","1,290.90","1,290.90","0.02K","0.31%"
"2016년 11월 14일","1,286.90","1,286.90","1,286.90","1,286.90","0.00K","0.33%"
"2016년 11월 11일","1,282.70","1,282.70","1,282.70","1,282.70","0.60K","-3.31%"
"2016년 11월 10일","1,326.60","1,326.60","1,326.60","1,326.60","0.06K","-0.68%"
"2016년 11월 09일","1,335.70","1,334.00","1,334.00","1,334.00","0.00K","-0.04%"
"2016년 11월 08일","1,336.20","1,336.20","1,336.20","1,336.20","0.05K","-0.31%"
"2016년 11월 07일","1,340.40","1,340.40","1,340.40","1,340.40","0.03K","-1.85%"
"2016년 11월 04일","1,365.70","1,365.70","1,365.70","1,365.70","0.01K","0.14%"
"2016년 11월 03일","1,363.80","1,363.80","1,363.80","1,363.80","0.07K","-0.31%"
"2016년 11월 02일","1,368.00","1,368.00","1,368.00","1,368.00","0.03K","1.48%"
